observation_id,source_id,image_path,label_canonical
OBS0613,SRC0052,images/K (11).jpg,Coffee rust
OBS0614,SRC0020,images/K (11).png,Coffee rust
OBS0615,SRC0032,images/K (110).png,Coffee rust
OBS0616,SRC0032,images/K (111).png,Coffee rust
OBS0617,SRC0032,images/K (112).png,Coffee rust
OBS0618,SRC0146,images/K (113).png,Coffee rust
OBS0619,SRC0146,images/K (114).png,Coffee rust
OBS0620,SRC0146,images/K (115).png,Coffee rust
OBS0621,SRC0146,images/K (116).png,Coffee rust
OBS0625,SRC0052,images/K (12).jpg,Coffee rust
OBS0626,SRC0020,images/K (12).png,Coffee rust
OBS0636,SRC0046,images/K (129).png,Coffee rust
OBS0637,SRC0060,images/K (13).jpg,Coffee rust
OBS0639,SRC0046,images/K (130).png,Coffee rust
OBS0640,SRC0046,images/K (131).png,Coffee rust
OBS0641,SRC0046,images/K (132).png,Coffee rust
OBS0642,SRC0129,images/K (133).png,Coffee rust
OBS0643,SRC0129,images/K (134).png,Coffee rust
OBS0644,SRC0129,images/K (135).png,Coffee rust
OBS0645,SRC0129,images/K (136).png,Coffee rust
OBS0646,SRC0229,images/K (137).png,Coffee rust
OBS0647,SRC0229,images/K (138).png,Coffee rust
OBS0648,SRC0229,images/K (139).png,Coffee rust
OBS0649,SRC0060,images/K (14).jpg,Coffee rust
OBS0651,SRC0229,images/K (140).png,Coffee rust
OBS0652,SRC0144,images/K (141).png,Coffee rust
OBS0653,SRC0144,images/K (142).png,Coffee rust
OBS0654,SRC0144,images/K (143).png,Coffee rust
OBS0655,SRC0144,images/K (144).png,Coffee rust
OBS0656,SRC0030,images/K (145).png,Coffee rust
OBS0657,SRC0030,images/K (146).png,Coffee rust
OBS0658,SRC0030,images/K (147).png,Coffee rust
OBS0659,SRC0030,images/K (148).png,Coffee rust
OBS0660,SRC0126,images/K (149).png,Coffee rust
OBS0661,SRC0060,images/K (15).jpg,Coffee rust
OBS0663,SRC0126,images/K (150).png,Coffee rust
OBS0664,SRC0158,images/K (16).jpg,Coffee rust
OBS0666,SRC0158,images/K (17).jpg,Coffee rust
OBS0667,SRC0177,images/K (17).png,Coffee rust
OBS0668,SRC0158,images/K (18).jpg,Coffee rust
OBS0669,SRC0177,images/K (18).png,Coffee rust
OBS0670,SRC0158,images/K (19).jpg,Coffee rust
OBS0671,SRC0177,images/K (19).png,Coffee rust
OBS0672,SRC0142,images/K (2).jpg,Coffee rust
OBS0674,SRC0083,images/K (20).jpg,Coffee rust
OBS0675,SRC0177,images/K (20).png,Coffee rust
OBS0676,SRC0083,images/K (21).jpg,Coffee rust
OBS0677,SRC0231,images/K (21).png,Coffee rust
OBS0678,SRC0083,images/K (22).jpg,Coffee rust
OBS0679,SRC0231,images/K (22).png,Coffee rust
OBS0680,SRC0076,images/K (23).jpg,Coffee rust
OBS0681,SRC0231,images/K (23).png,Coffee rust
OBS0682,SRC0076,images/K (24).jpg,Coffee rust
OBS0683,SRC0231,images/K (24).png,Coffee rust
OBS0684,SRC0076,images/K (25).jpg,Coffee rust
OBS0685,SRC0206,images/K (25).png,Coffee rust
OBS0686,SRC0024,images/K (26).jpg,Coffee rust
OBS0687,SRC0206,images/K (26).png,Coffee rust
OBS0688,SRC0024,images/K (27).jpg,Coffee rust
OBS0689,SRC0206,images/K (27).png,Coffee rust
OBS0691,SRC0206,images/K (28).png,Coffee rust
OBS0693,SRC0179,images/K (29).png,Coffee rust
OBS0694,SRC0142,images/K (3).jpg,Coffee rust
OBS0697,SRC0179,images/K (30).png,Coffee rust
OBS0699,SRC0179,images/K (31).png,Coffee rust
OBS0700,SRC0119,images/K (32).jpg,Coffee rust
OBS0701,SRC0179,images/K (32).png,Coffee rust
OBS0702,SRC0119,images/K (33).jpg,Coffee rust
OBS0703,SRC0028,images/K (33).png,Coffee rust
OBS0705,SRC0028,images/K (34).png,Coffee rust
OBS0707,SRC0028,images/K (35).png,Coffee rust
OBS0708,SRC0163,images/K (36).jpg,Coffee rust
OBS0709,SRC0028,images/K (36).png,Coffee rust
OBS0710,SRC0163,images/K (37).jpg,Coffee rust
OBS0711,SRC0189,images/K (37).png,Coffee rust
OBS0712,SRC0191,images/K (38).jpg,Coffee rust
OBS0713,SRC0189,images/K (38).png,Coffee rust
OBS0714,SRC0191,images/K (39).jpg,Coffee rust
OBS0715,SRC0189,images/K (39).png,Coffee rust
OBS0716,SRC0014,images/K (4).jpg,Coffee rust
OBS0718,SRC0036,images/K (40).jpg,Coffee rust
OBS0719,SRC0189,images/K (40).png,Coffee rust
OBS0720,SRC0036,images/K (41).jpg,Coffee rust
OBS0721,SRC0141,images/K (41).png,Coffee rust
OBS0722,SRC0117,images/K (42).jpg,Coffee rust
OBS0723,SRC0141,images/K (42).png,Coffee rust
OBS0724,SRC0117,images/K (43).jpg,Coffee rust
OBS0725,SRC0141,images/K (43).png,Coffee rust
OBS0726,SRC0017,images/K (44).jpg,Coffee rust
OBS0727,SRC0141,images/K (44).png,Coffee rust
OBS0728,SRC0017,images/K (45).jpg,Coffee rust
OBS0729,SRC0181,images/K (45).png,Coffee rust
OBS0731,SRC0181,images/K (46).png,Coffee rust
OBS0733,SRC0181,images/K (47).png,Coffee rust
OBS0734,SRC0095,images/K (48).jpg,Coffee rust
OBS0735,SRC0181,images/K (48).png,Coffee rust
OBS0736,SRC0095,images/K (49).jpg,Coffee rust
OBS0737,SRC0008,images/K (49).png,Coffee rust
OBS0738,SRC0014,images/K (5).jpg,Coffee rust
OBS0740,SRC0226,images/K (50).jpg,Coffee rust
OBS0741,SRC0008,images/K (50).png,Coffee rust
OBS0742,SRC0226,images/K (51).jpg,Coffee rust
OBS0743,SRC0008,images/K (51).png,Coffee rust
OBS0744,SRC0226,images/K (52).jpg,Coffee rust
OBS0745,SRC0008,images/K (52).png,Coffee rust
OBS0746,SRC0226,images/K (53).jpg,Coffee rust
OBS0747,SRC0091,images/K (53).png,Coffee rust
OBS0748,SRC0207,images/K (54).jpg,Coffee rust
OBS0749,SRC0091,images/K (54).png,Coffee rust
OBS0750,SRC0207,images/K (55).jpg,Coffee rust
OBS0751,SRC0091,images/K (55).png,Coffee rust
OBS0752,SRC0207,images/K (56).jpg,Coffee rust
OBS0753,SRC0091,images/K (56).png,Coffee rust
OBS0754,SRC0207,images/K (57).jpg,Coffee rust
OBS0760,SRC0014,images/K (6).jpg,Coffee rust
OBS0765,SRC0123,images/K (61).png,Coffee rust
OBS0766,SRC0088,images/K (62).jpg,Coffee rust
OBS0767,SRC0123,images/K (62).png,Coffee rust
OBS0768,SRC0088,images/K (63).jpg,Coffee rust
OBS0769,SRC0123,images/K (63).png,Coffee rust
OBS0770,SRC0088,images/K (64).jpg,Coffee rust
OBS0771,SRC0123,images/K (64).png,Coffee rust
OBS0772,SRC0175,images/K (65).jpg,Coffee rust
OBS0773,SRC0200,images/K (65).png,Coffee rust
OBS0774,SRC0175,images/K (66).jpg,Coffee rust
OBS0775,SRC0200,images/K (66).png,Coffee rust
OBS0776,SRC0175,images/K (67).jpg,Coffee rust
OBS0777,SRC0200,images/K (67).png,Coffee rust
OBS0778,SRC0110,images/K (68).jpg,Coffee rust
OBS0779,SRC0200,images/K (68).png,Coffee rust
OBS0780,SRC0110,images/K (69).jpg,Coffee rust
OBS0782,SRC0018,images/K (7).jpg,Coffee rust
OBS0784,SRC0013,images/K (70).jpg,Coffee rust
OBS0786,SRC0013,images/K (71).jpg,Coffee rust
OBS0788,SRC0111,images/K (72).jpg,Coffee rust
OBS0790,SRC0111,images/K (73).jpg,Coffee rust
OBS0791,SRC0054,images/K (73).png,Coffee rust
OBS0792,SRC0111,images/K (74).jpg,Coffee rust
OBS0793,SRC0054,images/K (74).png,Coffee rust
OBS0794,SRC0070,images/K (75).jpg,Coffee rust
OBS0795,SRC0054,images/K (75).png,Coffee rust
OBS0796,SRC0070,images/K (76).jpg,Coffee rust
OBS0797,SRC0054,images/K (76).png,Coffee rust
OBS0798,SRC0070,images/K (77).jpg,Coffee rust
OBS0799,SRC0225,images/K (77).png,Coffee rust
OBS0800,SRC0043,images/K (78).jpg,Coffee rust
OBS0801,SRC0225,images/K (78).png,Coffee rust
OBS0802,SRC0043,images/K (79).jpg,Coffee rust
OBS0803,SRC0225,images/K (79).png,Coffee rust
OBS0804,SRC0018,images/K (8).jpg,Coffee rust
OBS0806,SRC0043,images/K (80).jpg,Coffee rust
OBS0807,SRC0225,images/K (80).png,Coffee rust
OBS0808,SRC0043,images/K (81).jpg,Coffee rust
OBS0809,SRC0082,images/K (81).png,Coffee rust
OBS0810,SRC0124,images/K (82).jpg,Coffee rust
OBS0811,SRC0082,images/K (82).png,Coffee rust
OBS0812,SRC0124,images/K (83).jpg,Coffee rust
OBS0813,SRC0082,images/K (83).png,Coffee rust
OBS0814,SRC0124,images/K (84).jpg,Coffee rust
OBS0815,SRC0082,images/K (84).png,Coffee rust
OBS0817,SRC0026,images/K (85).png,Coffee rust
OBS0819,SRC0026,images/K (86).png,Coffee rust
OBS0821,SRC0026,images/K (87).png,Coffee rust
OBS0823,SRC0026,images/K (88).png,Coffee rust
OBS0824,SRC0073,images/K (89).jpg,Coffee rust
OBS0825,SRC0093,images/K (89).png,Coffee rust
OBS0826,SRC0018,images/K (9).jpg,Coffee rust
OBS0827,SRC0020,images/K (9).png,Coffee rust
OBS0828,SRC0073,images/K (90).jpg,Coffee rust
OBS0829,SRC0093,images/K (90).png,Coffee rust
OBS0830,SRC0073,images/K (91).jpg,Coffee rust
OBS0831,SRC0093,images/K (91).png,Coffee rust
OBS0832,SRC0073,images/K (92).jpg,Coffee rust
OBS0833,SRC0093,images/K (92).png,Coffee rust
OBS0834,SRC0183,images/K (93).png,Coffee rust
OBS0835,SRC0183,images/K (94).png,Coffee rust
OBS0836,SRC0183,images/K (95).png,Coffee rust
OBS0837,SRC0183,images/K (96).png,Coffee rust
OBS0838,SRC0143,images/K (97).png,Coffee rust
OBS0839,SRC0143,images/K (98).png,Coffee rust
OBS0840,SRC0143,images/K (99).png,Coffee rust
