source_id,source_content_sha256,label_canonical,split,n_original_records,representative_image,all_image_paths,n_distinct_sensor_triplets,rh_min,rh_max,soil_moisture_min,soil_moisture_max,ph_min,ph_max
SRC0116,7de6656396e55226466e79929876e1f9cb1d96f8f600e014e055b5ed650fd005,Sooty mold,train,15,Ej (139).png,Ej (139).png; Ej (140).png; Ej (141).png; Ej (142).png; Ej (143).png; Ej (146).png; Ej (147).png; Ej (71).png; Ej (72).png; Ej (73).png; Ej (74).png; Ej (75).png; Ej (76).png; Ej (77).png; Ej (78).png,15,79.36,98.0,66.34,84.02,5.3,6.98
SRC0117,7ffd3e42792984fe8cb1d2b2d1ba00e1cb201c8be13f5b0be59a59252f168aed,Coffee rust,train,2,K (42).jpg,K (42).jpg; K (43).jpg,2,71.45,82.76,45.38,57.93,4.81,5.47
SRC0118,8148cbba29e5a795673a05d49727f884adf9500960ab0ffce6205db7a4e49dc0,Leaf spot,validation,2,B (137).png,B (137).png; B (138).png,2,79.91,88.28,54.73,60.16,5.2,5.21
SRC0119,8152ebd57b1ca7112be165a0ab474303d205298f56158cb9fb937cf3fd9b3497,Coffee rust,train,2,K (32).jpg,K (32).jpg; K (33).jpg,2,79.51,88.08,34.51,64.66,4.63,5.22
SRC0120,81c7a0de85f9e9008b7d8b593a705bfed3e48107414515c79a383d8937376aeb,Leaf spot,validation,1,B (4).jpg,B (4).jpg,1,77.0,77.0,65.05,65.05,5.44,5.44
SRC0121,84946b1bacb8cf7be655fefa3faf5d256e74d663472e18c160812d8f4c59e4fe,Sooty mold,validation,8,Ej (110).png,Ej (110).png; Ej (111).png; Ej (112).png; Ej (113).png; Ej (114).png; Ej (115).png; Ej (118).png; Ej (119).png,8,89.52,98.0,70.72,82.61,5.15,6.7
SRC0122,85c5cd52950831c0ebd21b84ee9caf63536160c56faec9a234705fbfca70c423,Leaf spot,train,2,B (10).jpg,B (10).jpg; B (9).jpg,2,81.59,82.73,48.36,51.25,5.21,6.63
SRC0123,87d7d8981bfe6b8d29fda68f8165acceb69f1b884f573c30246d0162eb5da053,Coffee rust,train,4,K (61).png,K (61).png; K (62).png; K (63).png; K (64).png,4,75.74,84.33,47.51,51.97,4.59,5.43
SRC0124,88309e24cd57b39aa8431147ecf6a3572a2837e620d3768a34c326176f5b7d59,Coffee rust,train,3,K (82).jpg,K (82).jpg; K (83).jpg; K (84).jpg,3,74.74,77.79,48.68,65.66,4.48,5.82
SRC0125,8a53386bacc188c15719d764064a1d50bd6d52df0eeb8fbd2421666b593e2132,Sooty mold,train,1,Ej (150).png,Ej (150).png,1,94.26,94.26,71.31,71.31,5.72,5.72
SRC0126,8a595ee569cf856b900d65c7b69182d6578561f9eb3f51d32f034a3033095327,Coffee rust,train,2,K (149).png,K (149).png; K (150).png,2,77.93,81.34,45.15,57.7,5.02,5.34
SRC0127,8c24615efc73cef3f73ecd1e491c40fb007492b6b8658f8fc42d2dc6065fc167,Sooty mold,validation,4,Ej (100).png,Ej (100).png; Ej (97).png; Ej (98).png; Ej (99).png,4,86.78,91.84,70.32,86.57,5.5,6.18
SRC0128,8c47ce7ae8336bd8a1202b7814cca8bafe201c6b62ced86486f12bb6323d23a8,Leaf spot,train,4,B (43).jpg,B (43).jpg; B (44).jpg; B (45).jpg; B (46).jpg,4,76.33,96.13,38.61,45.98,4.81,6.23
SRC0129,8f243d41aa7253b9097f30bb4776ee05bee6d5ac2353883644e504ed494e397e,Coffee rust,train,4,K (133).png,K (133).png; K (134).png; K (135).png; K (136).png,4,65.81,89.05,48.62,61.56,5.24,5.93
SRC0130,8fd815ecd9f14755723e5d75424ce9663bde3f1181482f21d736f704eb0b4687,Leaf spot,train,2,B (37).jpg,B (37).jpg; B (38).jpg,2,78.11,85.5,56.56,60.61,4.89,4.95
SRC0131,8fe277ce849a8937ba1544b05c819b74e57f7d38cf7098bb865a40610237e558,Leaf spot,validation,5,B (1).png,B (1).png; B (23).png; B (3).png; B (5).png; B (7).png,5,69.27,89.08,43.99,56.89,4.95,6.61
SRC0132,90a911cdd20e5a81fef3b47654cb4ee976a02127e1c759023854b010afcc18fd,Leaf spot,train,2,B (71).png,B (71).png; B (72).png,2,80.71,83.56,47.15,58.86,5.4,6.23
SRC0133,90f29f5c948c0cbb1ef311d172703b10b4bcd73de6e515ec3c68569b4a9fec56,Leaf spot,train,2,B (75).png,B (75).png; B (76).png,2,81.85,86.9,57.65,60.74,4.99,5.75
SRC0134,93b8f7793750af49bf47a1f21eacc5b40bcb6c3c80cedd994d9ccfa65bbdb167,Sooty mold,train,4,Ej (39).png,Ej (39).png; Ej (40).png; Ej (41).png; Ej (42).png,4,77.04,96.17,70.21,80.59,5.05,6.44
SRC0135,93deab2b9b015f9a208839c169620ed379b8da8792b017385b6dc17d7e0db1b0,Leaf spot,train,2,B (119).png,B (119).png; B (120).png,2,72.09,75.17,42.56,52.98,6.03,6.23
SRC0136,95d7be2b0441414ea13d469d4b0756b95897fdfc1ce9c89f0e683f792572cab7,Coffee rust,validation,2,K (46).jpg,K (46).jpg; K (47).jpg,2,73.68,76.83,38.85,49.66,4.71,5.81
SRC0137,95e22bd27d90ca32efae72d5e5882f61bd71f84cc8cdfee84baff0d40faedf77,Leaf spot,validation,2,B (139).png,B (139).png; B (140).png,2,79.65,91.57,54.43,61.55,4.6,5.36
SRC0138,97fbd28f76646ff60dbaa3e7bb9f3d6c2f3b4ea88f6ce0fb6981e1074c62577e,Coffee rust,validation,4,K (5).png,K (5).png; K (6).png; K (7).png; K (8).png,4,73.55,92.37,39.34,55.23,4.9,5.93
SRC0139,987b4d985ff1035f41939f352810630725f8ebc89451618a5882e9bd51c1a728,Leaf spot,train,2,B (67).png,B (67).png; B (68).png,2,72.06,81.52,53.56,63.84,5.92,6.4
SRC0140,9b7f497bb90f1e998f63c62b2c9d9d30b3f638f628cf2a997ad1b50a133d6ba2,Healthy,train,2,Ds (145).png,Ds (145).png; Ds (149).png,2,70.1,71.81,60.97,68.58,5.94,6.81
SRC0141,9ca756c703239e77b10b4e09804c0d392a91c50e6d2035127d5fa66de4e02179,Coffee rust,train,4,K (41).png,K (41).png; K (42).png; K (43).png; K (44).png,4,71.95,82.86,31.38,58.49,4.47,5.76
SRC0142,9e2bc47782e6d66cbe757e1c067db8fecd05a6c11a82ac67dcbca4df37b67a1a,Coffee rust,train,3,K (1).jpg,K (1).jpg; K (2).jpg; K (3).jpg,3,62.77,85.95,45.28,49.95,5.16,5.56
SRC0143,9e44391b17333c04da623bef5873675b7369ef68b65acfe1430a41bc23486114,Coffee rust,train,4,K (100).png,K (100).png; K (97).png; K (98).png; K (99).png,4,76.46,87.04,48.85,60.83,4.16,5.53
SRC0144,9e72ea65dc1e9d88569c8e244bf4ba865fdf8338df803822aebbb5469150ff9c,Coffee rust,train,4,K (141).png,K (141).png; K (142).png; K (143).png; K (144).png,4,74.88,98.0,46.12,71.62,4.54,5.59
SRC0145,9fb749d635c0a45713998481fdc0b2ba89ed1e80bceb95b4ab2bca4952f0a99a,Sooty mold,train,2,Ej (44).jpg,Ej (44).jpg; Ej (45).jpg,2,89.76,97.69,62.87,79.79,5.04,5.97
SRC0146,a151a9e5e52191f5e97b51e7933f1c70c235c54d3f577442e3be6ad7274ee6f6,Coffee rust,train,4,K (113).png,K (113).png; K (114).png; K (115).png; K (116).png,4,76.85,87.06,51.01,57.96,4.58,5.95
SRC0147,a1a99633d874de4aa93e0409a6d2661fff0ad510c5837c7d7de587289607ad8e,Sooty mold,train,4,Ej (29).jpg,Ej (29).jpg; Ej (30).jpg; Ej (31).jpg; Ej (32).jpg,4,83.55,98.0,71.5,79.18,4.66,5.91
SRC0148,a2a908d64e26e5a8b611759de006d891932f65bab68ebdbc98f597ba6a5b78ed,Leaf spot,validation,2,B (25).jpg,B (25).jpg; B (26).jpg,2,87.66,92.52,50.16,64.34,5.66,6.31
SRC0149,a2d750c60e12083c399aa233b7b88ebc3908c23c88f4735add8949a7b432dab7,Leaf spot,train,2,B (87).png,B (87).png; B (88).png,2,81.71,87.15,47.24,49.53,5.06,5.06
SRC0150,a3e6d55525376a2c609e60f59612a58ff97ea602d6a92538faf33aaaf3a39f89,Leaf spot,train,1,B (2).jpg,B (2).jpg,1,80.58,80.58,53.98,53.98,5.97,5.97
SRC0151,a4b10526d53617abcec30db2831131f41702b9f35f3911835aef944725d3d6ed,Sooty mold,train,4,Ej (122).png,Ej (122).png; Ej (123).png; Ej (124).png; Ej (129).png,4,92.48,98.0,69.26,84.3,5.8,7.29
SRC0152,a5c71616f4b64fde60c44d3abb878693d316a25fd6afa87adb1a48461b011239,Healthy,train,6,Ds (34).jpg,Ds (34).jpg; Ds (35).jpg; Ds (36).jpg; Ds (37).jpg; Ds (38).jpg; Ds (39).jpg,6,61.13,79.07,51.89,63.44,5.81,6.87
SRC0153,a5dd58fa81ada2a9509326ed9b943f90efa58c2a48f0c47ca96e436b9fb54e69,Healthy,validation,6,Ds (52).jpg,Ds (52).jpg; Ds (53).jpg; Ds (54).jpg; Ds (55).jpg; Ds (56).jpg; Ds (57).jpg,6,64.86,81.58,51.83,68.82,5.84,7.4
SRC0154,a89050ff658d9e2f624bd150bad61d4b572f76cf01ca26e4fb3e3f4792519ef8,Sooty mold,train,3,Ej (101).png,Ej (101).png; Ej (102).png; Ej (103).png,3,92.14,98.0,70.73,78.91,5.62,6.48
SRC0155,a89068e0ec6bff5c55faabcabb5f140c4decc4c764bb683b45b80610977b8568,Sooty mold,validation,4,Ej (43).png,Ej (43).png; Ej (44).png; Ej (45).png; Ej (46).png,4,78.03,87.28,62.43,89.37,5.35,6.23
SRC0156,a9544099786e43401246557b1c98fb6294b3de02a26e064e03861c41790a58aa,Leaf spot,train,2,B (30).jpg,B (30).jpg; B (31).jpg,2,75.23,81.01,50.75,59.93,5.59,5.84
SRC0157,a96f1907e01e756d44b14b01d45e888a244f3416a32285c26347a9bab8cc13a4,Leaf spot,train,10,B (149).png,B (149).png; B (150).png; B (53).png; B (54).png; B (55).png; B (56).png; B (57).png; B (58).png; B (59).png; B (60).png,10,73.68,92.14,46.32,68.31,4.7,6.28
SRC0158,a9d6e0046b50fef4e6d1737c47d29d5a388bc84e36a751a519586b173c07a2b7,Coffee rust,train,4,K (16).jpg,K (16).jpg; K (17).jpg; K (18).jpg; K (19).jpg,4,78.04,89.08,51.66,60.37,4.63,5.42
SRC0159,ab11fa89850678ce5f021c8cfc18cb30baefe83c3f6c8f5ac67e43e21a03a026,Leaf spot,train,1,B (1).jpg,B (1).jpg,1,84.6,84.6,56.19,56.19,5.89,5.89
SRC0160,ac1d3085997068a5d2a9c79868cca525f9d47405cb21d01c3ba375ee0ec7c67c,Coffee rust,train,4,K (105).png,K (105).png; K (106).png; K (107).png; K (108).png,4,68.0,93.44,53.33,58.82,4.65,5.97
SRC0161,aec3e6f91772a0864d19c88daff0b5bcd52ea31fd5cd780026c9541971e4fd97,Healthy,train,3,Ds (4).jpg,Ds (4).jpg; Ds (5).jpg; Ds (6).jpg,3,65.42,71.79,66.8,69.05,5.22,6.31
SRC0162,b0d86a2fbf8df731f1132ba71883fadb92d75cab0dc8c7e1ed166f0c8ea9ba4b,Coffee rust,validation,2,K (30).jpg,K (30).jpg; K (31).jpg,2,75.55,77.47,36.58,44.37,4.56,5.88
SRC0163,b10ff060200d1ba57bb383a2270f0ab3276f2d62087459f95df2b767af51b6a2,Coffee rust,train,2,K (36).jpg,K (36).jpg; K (37).jpg,2,87.52,90.96,56.66,61.92,4.69,5.58
SRC0164,b127ebd3108e78d1dd1b39b8ea1d03547cb7d261de1a425a929b848d67ae6221,Leaf spot,train,9,B (41).png,B (41).png; B (42).png; B (43).png; B (44).png; B (45).png; B (46).png; B (47).png; B (95).png; B (96).png,9,76.19,88.98,41.18,57.47,4.38,6.46
SRC0165,b1417b20cb64b85684bb86bf4ae4ac96581a74881e6f48e3b73dd79f090c34c8,Healthy,train,6,Ds (111).png,Ds (111).png; Ds (113).png; Ds (117).png; Ds (121).png; Ds (123).png; Ds (125).png,6,56.23,75.16,56.91,74.95,5.81,7.04
SRC0166,b1d44d5ec85ebf60ad4414def193e4c1f0591132321081c2ed3280fae25c07ac,Leaf spot,train,2,B (69).png,B (69).png; B (70).png,2,79.73,87.88,53.17,53.45,4.98,6.15
SRC0167,b2b1082278b1be004afd339d6e255800579fa897357f070202c837655dad1ad3,Leaf spot,train,4,B (93).jpg,B (93).jpg; B (94).jpg; B (95).jpg; B (96).jpg,4,83.72,92.23,50.47,62.14,5.36,6.13
SRC0168,b3f45c2da0b9dab77795465c3fc84ffd5c1b9f4e561e968d896cef81a3bb1880,Healthy,train,6,Ds (64).jpg,Ds (64).jpg; Ds (65).jpg; Ds (66).jpg; Ds (67).jpg; Ds (68).jpg; Ds (69).jpg,6,63.16,74.58,50.62,76.33,5.85,6.69
SRC0169,b6a5b68ad5a5ecc065fa47727ee470df24c32e37237ef6ef3befd56caa9917c3,Leaf spot,train,2,B (85).png,B (85).png; B (86).png,2,75.65,84.67,49.89,56.08,5.44,5.86
SRC0170,b8cf5397c0cd56256e25a7f095f914160c2aa569c84e49c6b49c3e6ad8fd61fc,Sooty mold,train,3,Ej (22).jpg,Ej (22).jpg; Ej (23).jpg; Ej (24).jpg,3,83.1,90.03,71.48,78.92,5.46,6.48
SRC0171,ba3ffd50924125f7fdd9058b3b58be24e51bc1acce520e3bec555f34e211af6c,Leaf spot,validation,2,B (123).png,B (123).png; B (124).png,2,66.71,81.42,44.41,57.75,5.55,5.86
SRC0172,ba4f1941159a78a31869870194e42ae9b97ac189c4a24b1553bd18dee899d3cc,Sooty mold,validation,4,Ej (37).jpg,Ej (37).jpg; Ej (38).jpg; Ej (39).jpg; Ej (40).jpg,4,88.79,91.61,63.51,73.78,5.7,6.45
SRC0173,ba92b41492684ec660d169de6196b14aa51f99b67a4e05405fd21ed70403f14e,Leaf spot,validation,7,B (10).png,B (10).png; B (14).png; B (15).png; B (16).png; B (18).png; B (2).png; B (6).png,7,61.81,94.27,45.96,62.68,4.44,6.26
SRC0174,bac5ec5da77171a09defabed1d4d236153064d30b3964cd8b3bdf8abb5799eaa,Leaf spot,validation,3,B (22).png,B (22).png; B (24).png; B (25).png,3,80.4,85.91,51.49,64.59,5.21,5.83
SRC0175,bc3b261380553274322698a102556ea1ced085b6b9b00374fe19f98a6d298fb3,Coffee rust,train,3,K (65).jpg,K (65).jpg; K (66).jpg; K (67).jpg,3,73.39,85.02,44.78,74.15,4.6,5.57
SRC0176,bc568dad3a918c096122faee8f588a683298b13e17711109a9e74b35e88acc39,Healthy,validation,6,Ds (22).jpg,Ds (22).jpg; Ds (23).jpg; Ds (24).jpg; Ds (25).jpg; Ds (26).jpg; Ds (27).jpg,6,63.62,82.36,47.78,75.78,5.92,6.43
SRC0177,bdb7f802eaf3e32f9a07302c1f379bdf1aaf929e7d7c0ae722f4a6c8472b8ab2,Coffee rust,train,4,K (17).png,K (17).png; K (18).png; K (19).png; K (20).png,4,60.22,83.4,39.14,53.4,4.81,5.83
SRC0178,be2608c3880a73d03c0edc98f1399febf81052a4f1c888b7fe35466f7e374599,Sooty mold,train,3,Ej (1).jpg,Ej (1).jpg; Ej (2).jpg; Ej (3).jpg,3,87.14,96.86,68.66,75.16,4.83,6.91
SRC0179,bf213f08b17fb5948534bbd2790c85bb915d4c2b50214536394c0c74b5bcc548,Coffee rust,train,4,K (29).png,K (29).png; K (30).png; K (31).png; K (32).png,4,70.12,84.52,45.54,52.76,4.55,5.46
SRC0180,bffa414b11382f99e6337b965d6f48c15ac94c56207c3d51dc0f93d7d12b695d,Sooty mold,train,3,Ej (4).jpg,Ej (4).jpg; Ej (5).jpg; Ej (6).jpg,3,79.98,97.2,73.27,77.02,5.4,7.24
SRC0181,c04065bc85fd066c5f74dcb4c6c720d13ade1dec73c0848d3a75289254ef4c1c,Coffee rust,train,4,K (45).png,K (45).png; K (46).png; K (47).png; K (48).png,4,77.37,85.49,44.28,59.32,4.66,5.73
SRC0182,c1bddcb0a0887bb24a84a319a0d4f6162444e10f6080a6ff2acc80d859eff9de,Healthy,train,6,Ds (16).jpg,Ds (16).jpg; Ds (17).jpg; Ds (18).jpg; Ds (19).jpg; Ds (20).jpg; Ds (21).jpg,6,68.63,79.0,45.72,76.97,6.16,6.7
SRC0183,c22d3c0aa610a9c35cc01fb0194e9996b2a80914903bb3321046813948857fe3,Coffee rust,train,4,K (93).png,K (93).png; K (94).png; K (95).png; K (96).png,4,73.68,92.7,47.45,65.1,4.94,5.27
SRC0184,c460998048234c52a7a889a48e9e03884306f2c1fefbf07453ad7ab483083713,Leaf spot,train,2,B (89).png,B (89).png; B (90).png,2,76.16,94.97,50.95,54.82,4.43,6.34
SRC0185,c4a788e9986c211ce28495f92dff66848ad4e84d70021a5a72262921f717bc2f,Sooty mold,train,8,Ej (47).png,Ej (47).png; Ej (48).png; Ej (49).png; Ej (50).png; Ej (51).png; Ej (52).png; Ej (53).png; Ej (54).png,8,77.25,98.0,69.58,90.38,5.7,6.26
SRC0186,c4c4195a97c6d50973339bdd9f969dac47b561fa466fe82633b1d385256c04e5,Leaf spot,train,2,B (81).jpg,B (81).jpg; B (82).jpg,2,85.63,90.94,48.57,48.89,5.38,5.51
SRC0187,ccf7760aee310e8adb2a190b193e9755420052cb7b539e5ebc22f65dc1004043,Leaf spot,train,4,B (70).jpg,B (70).jpg; B (71).jpg; B (72).jpg; B (84).jpg,4,72.09,89.17,44.77,55.8,5.26,6.24
SRC0188,cd083bb2800ff55cd38ec47ab67eb89a294e995ddf4d9604b0c4171daeca725f,Leaf spot,train,7,B (36).png,B (36).png; B (37).png; B (38).png; B (39).png; B (40).png; B (93).png; B (94).png,7,78.31,86.63,46.54,57.61,4.36,6.38
SRC0189,cedf7f4df5f3abb210152b8b18e29aa521d9ed5468e9e0a86707f47d136be5a0,Coffee rust,train,4,K (37).png,K (37).png; K (38).png; K (39).png; K (40).png,4,72.17,81.15,45.46,57.86,4.32,5.1
SRC0190,cf1188cabf3b5b1248b6ac6b7e0428a37f36b2e4e2f4c98ed47683bc7784e1f8,Leaf spot,validation,4,B (77).png,B (77).png; B (78).png; B (79).png; B (80).png,4,74.7,88.99,46.7,60.29,4.97,5.8
SRC0191,d113407be56f77b0742cf3b04fe9447296fdaba59cb548065048c5bd857497eb,Coffee rust,train,2,K (38).jpg,K (38).jpg; K (39).jpg,2,79.12,85.31,48.0,51.15,4.88,4.93
SRC0192,d1832f3fad7f0891e5e15c122e7411b6b91a01c9a6d1769d36658c6d43496a30,Sooty mold,validation,8,Ej (31).png,Ej (31).png; Ej (32).png; Ej (33).png; Ej (34).png; Ej (35).png; Ej (36).png; Ej (37).png; Ej (38).png,8,84.89,97.78,62.22,86.87,4.98,6.91
SRC0193,d1dbc1116a9b09246b7fd7da2d356f35190b841f76ee73dd44f1ea2e732806d7,Leaf spot,train,4,B (11).png,B (11).png; B (12).png; B (151).png; B (17).png,4,80.7,91.03,42.31,56.08,4.24,5.94
SRC0194,d1eacbd4bde7348a423c563ca65efaa8e40a5ad16c8c64ef73559bc8e2791105,Leaf spot,train,2,B (107).png,B (107).png; B (108).png,2,76.34,87.02,43.44,59.45,5.43,5.53
SRC0195,d22a7af41907579b728810fdf24de99e513f98dca7106dcd426b46eecf167f41,Leaf spot,train,2,B (147).png,B (147).png; B (148).png,2,72.4,78.16,52.74,56.24,5.6,6.35
SRC0196,d264a9cffc01c5f6d7a9799a9c533b6369f402a75ed8123193a8b3cc32137fe1,Leaf spot,train,2,B (103).png,B (103).png; B (104).png,2,69.52,83.51,53.05,55.95,4.94,5.56
SRC0197,d2adf855e391b9a946ffd8e20431204cc7c310da6e6889ac57f4f40d1325e323,Leaf spot,train,4,B (58).jpg,B (58).jpg; B (59).jpg; B (60).jpg; B (61).jpg,4,80.5,95.15,47.35,58.85,4.98,5.9
SRC0198,d2e8458fd80bba8d356b16772581286d4180d75b8c7fb2564a680a53986bdfc7,Sooty mold,train,8,Ej (22).png,Ej (22).png; Ej (23).png; Ej (24).png; Ej (25).png; Ej (26).png; Ej (28).png; Ej (29).png; Ej (30).png,8,86.18,98.0,65.06,83.61,5.46,7.0
SRC0199,d31e599cae6712173cb915f28deb30aee605163aeb798bd643b9f0c9d9003dcc,Leaf spot,train,1,B (8).jpg,B (8).jpg,1,98.0,98.0,56.34,56.34,5.37,5.37
SRC0200,d356d39f40126ae67137b88828a7dd10cafe2b0a2970b7598b4c496d6f8b7eee,Coffee rust,train,4,K (65).png,K (65).png; K (66).png; K (67).png; K (68).png,4,75.55,84.51,46.68,55.29,4.77,5.62
SRC0201,d585ef7e4a43dbe7d3b04aaa6f8a29c2f3bffce22cfd3c17e11266ed4b809801,Leaf spot,train,2,B (145).png,B (145).png; B (146).png,2,77.96,84.69,47.02,50.53,5.58,5.8
SRC0202,d62c1f8ef374ee60c0719ad5413389864cd5160d9ffaf2460dd7698c318ee858,Leaf spot,train,2,B (73).png,B (73).png; B (74).png,2,73.4,86.45,40.55,53.2,4.91,5.05
SRC0203,d66d6077b1ba62223214da212c54420b82d38ecadd14414579966da714c6b981,Leaf spot,train,2,B (79).jpg,B (79).jpg; B (80).jpg,2,83.22,90.17,40.45,50.64,5.51,5.73
SRC0204,d6fa31d2346bcb5cc25af55e7987a9e27ac62eba0c873925401106e1f63c93fc,Sooty mold,train,3,Ej (41).jpg,Ej (41).jpg; Ej (42).jpg; Ej (43).jpg,3,82.28,97.59,69.48,87.41,5.24,6.36
SRC0205,d76bb5fb3b7b324e40ed590eaf4533ad66c695b66b4893428631039be2d5b6ec,Sooty mold,train,4,Ej (33).jpg,Ej (33).jpg; Ej (34).jpg; Ej (35).jpg; Ej (36).jpg,4,86.1,92.25,63.67,81.33,4.91,6.56
SRC0206,d94295ee13a9e7e9eb45b964e6b559eb17b8dbd869392fe209854230db136f89,Coffee rust,train,4,K (25).png,K (25).png; K (26).png; K (27).png; K (28).png,4,68.55,80.09,49.9,63.16,4.5,5.04
SRC0207,d9707cca4c0393837d27ca20659490ebd2ce7eb1241660dc3b26fa33d9217724,Coffee rust,train,4,K (54).jpg,K (54).jpg; K (55).jpg; K (56).jpg; K (57).jpg,4,70.4,85.76,34.92,58.84,4.73,5.37
SRC0208,dc80cc05fd77bae39687901e5f125c2143e01cc339325f9802911b122b9be1f8,Leaf spot,validation,4,B (66).jpg,B (66).jpg; B (67).jpg; B (68).jpg; B (69).jpg,4,78.48,97.91,49.45,66.12,4.47,5.81
SRC0209,dda2d0c7b9be077bc4bf5fd4df4337492d791b005ef4a4ad3693128d3755147d,Coffee rust,validation,4,K (69).png,K (69).png; K (70).png; K (71).png; K (72).png,4,79.73,85.23,44.37,66.04,4.57,5.65
SRC0210,dddaeb5b990c6bfb225abc26e49106965b004caad7c921a0696c02494deb8793,Sooty mold,validation,8,Ej (79).png,Ej (79).png; Ej (80).png; Ej (81).png; Ej (82).png; Ej (83).png; Ej (84).png; Ej (85).png; Ej (86).png,8,79.44,98.0,71.23,89.81,4.69,6.67
SRC0211,de2082330f14c2a788cf94b1ddfa09a3207d6aec06476c0e51aecd93cda7214a,Sooty mold,train,4,Ej (10).jpg,Ej (10).jpg; Ej (7).jpg; Ej (8).jpg; Ej (9).jpg,4,85.89,98.0,63.86,89.85,5.06,6.88
SRC0212,df17a9195f46a70f89170aee8ded7414435f345234fc3b2f99ba28bd7e51d242,Sooty mold,train,6,Ej (11).png,Ej (11).png; Ej (12).png; Ej (13).png; Ej (14).png; Ej (15).png; Ej (16).png,6,76.02,98.0,70.72,83.5,4.91,6.02
SRC0213,df2d6cf3f311e4bc14e8bd9d47c53d5076e5ac548b82cb1ec6b036c21e0adfba,Healthy,validation,6,Ds (28).jpg,Ds (28).jpg; Ds (29).jpg; Ds (30).jpg; Ds (31).jpg; Ds (32).jpg; Ds (33).jpg,6,58.73,76.86,62.74,79.81,5.27,6.93
SRC0214,e15be2d88fd2bf829930107ffc9a59b687777208fb6932f8d138def3935b8df9,Coffee rust,validation,4,K (58).jpg,K (58).jpg; K (59).jpg; K (60).jpg; K (61).jpg,4,76.14,97.79,44.77,63.76,5.08,5.66
SRC0215,e2118f9cb62bca734803600f1f9d46777ce8cf8b99cf85f17d782fdc013444e7,Leaf spot,validation,4,B (62).jpg,B (62).jpg; B (63).jpg; B (64).jpg; B (65).jpg,4,80.49,96.45,48.46,53.82,5.09,6.02
SRC0216,e2f53449590b742ded8c1f603774fcb60056869adcce434876e6b210df8be23b,Coffee rust,validation,4,K (85).jpg,K (85).jpg; K (86).jpg; K (87).jpg; K (88).jpg,4,68.06,89.48,46.41,59.58,4.94,5.44
SRC0217,e3505cb3ea658a49b4e6e7af95551ae11b71175e74c67e1dfb0d60cdc83f0126,Leaf spot,validation,1,B (76).jpg,B (76).jpg,1,82.45,82.45,45.23,45.23,6.25,6.25
SRC0218,e53a6ee22ea25269a4d25155f491ac905265a5965b020b53c367a8301c0dc895,Sooty mold,train,4,Ej (18).jpg,Ej (18).jpg; Ej (19).jpg; Ej (20).jpg; Ej (21).jpg,4,78.46,98.0,67.34,81.26,5.54,6.33
SRC0219,e55730bdca89470e92a31a102c82ac8f98cd151e84869795330af6b75639c7fe,Sooty mold,train,4,Ej (17).png,Ej (17).png; Ej (18).png; Ej (19).png; Ej (20).png,4,73.5,98.0,62.52,81.63,5.98,7.0
SRC0220,e56de5e47d27a4db7dc3d6bfce408259dec6a6092cc2b24a52f77708cb79ef6c,Leaf spot,train,1,B (75).jpg,B (75).jpg,1,72.12,72.12,55.73,55.73,4.87,4.87
SRC0221,e60abef3dbe8cbc27b8dc5772e225633e05595358b5f0a1e2596ea07f91b0704,Leaf spot,train,1,B (74).jpg,B (74).jpg,1,84.77,84.77,39.3,39.3,5.35,5.35
SRC0222,e8d7d06bbb4449bd54cb8344f1fd56be1c583a94c88fd47dfad6644f130c9e0f,Leaf spot,train,1,B (20).png,B (20).png,1,85.03,85.03,63.52,63.52,6.58,6.58
SRC0223,e91884f3a7c981da58200c29e41f14c45c9876fe3d0c0d0630097d584156278f,Leaf spot,train,2,B (21).jpg,B (21).jpg; B (22).jpg,2,82.31,83.65,40.48,45.39,4.75,6.18
SRC0224,edbf46d0c4da07df09d5e9e0fac25864788aa4fc28761da79471d501757ae0e2,Leaf spot,train,9,B (100).png,B (100).png; B (19).png; B (21).png; B (48).png; B (49).png; B (50).png; B (51).png; B (52).png; B (99).png,9,71.52,97.37,49.59,60.01,4.77,6.1
SRC0225,f08292c620716eaba1c1c4cadcd731f834713f69cda77132a81a285e2f8c84fd,Coffee rust,train,4,K (77).png,K (77).png; K (78).png; K (79).png; K (80).png,4,76.72,84.17,46.81,62.52,4.38,6.29
SRC0226,f15097e78bf6176858d123a0d66be791a4c3b515f4ea8fe36ecf04d9443d3ec1,Coffee rust,train,4,K (50).jpg,K (50).jpg; K (51).jpg; K (52).jpg; K (53).jpg,4,68.86,84.12,48.58,58.54,4.36,5.66
SRC0227,f2205bc97bde583793deb18a387a8986a73803b18afe1973d2649196824932bc,Healthy,train,6,Ds (40).jpg,Ds (40).jpg; Ds (41).jpg; Ds (42).jpg; Ds (43).jpg; Ds (44).jpg; Ds (45).jpg,6,65.63,75.29,48.16,76.49,5.56,6.87
SRC0228,f247d669fb331ca071650cf035d2e4fe11ce39e3d91b04e251a5e7bf55930383,Leaf spot,train,2,B (97).png,B (97).png; B (98).png,2,70.85,91.57,54.32,55.93,5.09,5.97
SRC0229,f5f9654758ed1c85ece35d46648978a46d7909a6dfd807e22ed5a403aa3bfade,Coffee rust,train,4,K (137).png,K (137).png; K (138).png; K (139).png; K (140).png,4,61.95,87.82,37.47,54.49,4.44,5.61
