observation_id,source_id,source_content_sha256,augmentation_id,split,image_path,kelembapan_udara,kelembapan_tanah,ph_tanah,label_original,label_canonical,label_corrected_flag,label_basis,is_synthetic
OBS0124,SRC0067,4f670b84a766a4be8ff7dc2f45f5dd5257104249cefba56ea9271ceb12d44489,0,validation,images/B (40).jpg,69.51,52.62,4.53,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0125,SRC0188,cd083bb2800ff55cd38ec47ab67eb89a294e995ddf4d9604b0c4171daeca725f,0,train,images/B (40).png,82.66,53.25,4.44,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0126,SRC0113,7904286752d56b516c31d534a6ab9dd19bdb3f35bda1e3ce06d55b87174f545a,0,train,images/B (41).jpg,95.11,64.81,4.51,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0127,SRC0164,b127ebd3108e78d1dd1b39b8ea1d03547cb7d261de1a425a929b848d67ae6221,0,train,images/B (41).png,78.89,45.42,5.4,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0128,SRC0113,7904286752d56b516c31d534a6ab9dd19bdb3f35bda1e3ce06d55b87174f545a,0,train,images/B (42).jpg,80.59,65.0,6.04,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0129,SRC0164,b127ebd3108e78d1dd1b39b8ea1d03547cb7d261de1a425a929b848d67ae6221,0,train,images/B (42).png,85.27,54.77,4.69,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0130,SRC0128,8c47ce7ae8336bd8a1202b7814cca8bafe201c6b62ced86486f12bb6323d23a8,0,train,images/B (43).jpg,76.33,45.21,6.16,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0131,SRC0164,b127ebd3108e78d1dd1b39b8ea1d03547cb7d261de1a425a929b848d67ae6221,0,train,images/B (43).png,76.83,51.96,5.24,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0132,SRC0128,8c47ce7ae8336bd8a1202b7814cca8bafe201c6b62ced86486f12bb6323d23a8,0,train,images/B (44).jpg,85.44,45.98,5.92,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0133,SRC0164,b127ebd3108e78d1dd1b39b8ea1d03547cb7d261de1a425a929b848d67ae6221,0,train,images/B (44).png,78.83,56.75,6.46,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0134,SRC0128,8c47ce7ae8336bd8a1202b7814cca8bafe201c6b62ced86486f12bb6323d23a8,0,train,images/B (45).jpg,87.87,43.79,6.23,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0135,SRC0164,b127ebd3108e78d1dd1b39b8ea1d03547cb7d261de1a425a929b848d67ae6221,0,train,images/B (45).png,76.57,52.36,5.3,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0136,SRC0128,8c47ce7ae8336bd8a1202b7814cca8bafe201c6b62ced86486f12bb6323d23a8,0,train,images/B (46).jpg,96.13,38.61,4.81,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0137,SRC0164,b127ebd3108e78d1dd1b39b8ea1d03547cb7d261de1a425a929b848d67ae6221,0,train,images/B (46).png,81.06,44.97,4.45,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0138,SRC0114,7a12ddd880d25f5f0db62bc1566b39fa1f87aa199b744303747ee2d1a1856993,0,train,images/B (47).jpg,84.46,40.75,5.28,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0139,SRC0164,b127ebd3108e78d1dd1b39b8ea1d03547cb7d261de1a425a929b848d67ae6221,0,train,images/B (47).png,88.98,41.18,5.31,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0140,SRC0114,7a12ddd880d25f5f0db62bc1566b39fa1f87aa199b744303747ee2d1a1856993,0,train,images/B (48).jpg,72.96,58.67,5.29,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0141,SRC0224,edbf46d0c4da07df09d5e9e0fac25864788aa4fc28761da79471d501757ae0e2,0,train,images/B (48).png,86.6,60.01,5.2,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0142,SRC0114,7a12ddd880d25f5f0db62bc1566b39fa1f87aa199b744303747ee2d1a1856993,0,train,images/B (49).jpg,90.95,50.35,5.61,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0143,SRC0224,edbf46d0c4da07df09d5e9e0fac25864788aa4fc28761da79471d501757ae0e2,0,train,images/B (49).png,71.52,49.59,5.35,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0144,SRC0087,61cf6c89631cf631afa7953416171d8124147254f026ebdebacf2c8819aa527d,0,train,images/B (5).jpg,80.25,48.12,5.44,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0145,SRC0131,8fe277ce849a8937ba1544b05c819b74e57f7d38cf7098bb865a40610237e558,0,validation,images/B (5).png,85.25,47.99,5.34,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0146,SRC0114,7a12ddd880d25f5f0db62bc1566b39fa1f87aa199b744303747ee2d1a1856993,0,train,images/B (50).jpg,89.39,40.2,5.98,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0147,SRC0224,edbf46d0c4da07df09d5e9e0fac25864788aa4fc28761da79471d501757ae0e2,0,train,images/B (50).png,76.32,57.58,4.77,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0148,SRC0025,18551f81e7afa40faee5ae6e528a51b94e5512b791f8f7fec6bdebf482c1103a,0,train,images/B (51).jpg,78.3,56.44,6.09,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0149,SRC0224,edbf46d0c4da07df09d5e9e0fac25864788aa4fc28761da79471d501757ae0e2,0,train,images/B (51).png,88.71,55.03,5.85,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0150,SRC0025,18551f81e7afa40faee5ae6e528a51b94e5512b791f8f7fec6bdebf482c1103a,0,train,images/B (52).jpg,86.71,50.93,5.27,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0151,SRC0224,edbf46d0c4da07df09d5e9e0fac25864788aa4fc28761da79471d501757ae0e2,0,train,images/B (52).png,86.62,53.93,5.82,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0152,SRC0025,18551f81e7afa40faee5ae6e528a51b94e5512b791f8f7fec6bdebf482c1103a,0,train,images/B (53).jpg,88.41,34.84,5.64,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0153,SRC0157,a96f1907e01e756d44b14b01d45e888a244f3416a32285c26347a9bab8cc13a4,0,train,images/B (53).png,73.68,50.08,5.67,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0154,SRC0025,18551f81e7afa40faee5ae6e528a51b94e5512b791f8f7fec6bdebf482c1103a,0,train,images/B (54).jpg,80.58,43.75,5.78,Karat daun,Leaf spot,YES,original image class-code prefix 'B',NO
OBS0155,SRC0157,a96f1907e01e756d44b14b01d45e888a244f3416a32285c26347a9bab8cc13a4,0,train,images/B (54).png,86.61,46.32,5.59,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0156,SRC0086,60c323ef7c46f76e95c9bdccfd5be09e2a1468517c8fb705e88b620af050ea59,0,train,images/B (55).jpg,76.73,48.03,5.97,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0157,SRC0157,a96f1907e01e756d44b14b01d45e888a244f3416a32285c26347a9bab8cc13a4,0,train,images/B (55).png,92.14,68.31,4.7,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0158,SRC0086,60c323ef7c46f76e95c9bdccfd5be09e2a1468517c8fb705e88b620af050ea59,0,train,images/B (56).jpg,89.81,51.6,5.87,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0159,SRC0157,a96f1907e01e756d44b14b01d45e888a244f3416a32285c26347a9bab8cc13a4,0,train,images/B (56).png,75.01,53.22,5.24,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0160,SRC0086,60c323ef7c46f76e95c9bdccfd5be09e2a1468517c8fb705e88b620af050ea59,0,train,images/B (57).jpg,87.25,60.41,5.48,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0161,SRC0157,a96f1907e01e756d44b14b01d45e888a244f3416a32285c26347a9bab8cc13a4,0,train,images/B (57).png,77.32,63.06,5.46,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0162,SRC0197,d2adf855e391b9a946ffd8e20431204cc7c310da6e6889ac57f4f40d1325e323,0,train,images/B (58).jpg,88.77,58.85,4.98,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0163,SRC0157,a96f1907e01e756d44b14b01d45e888a244f3416a32285c26347a9bab8cc13a4,0,train,images/B (58).png,85.94,50.2,5.62,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0164,SRC0197,d2adf855e391b9a946ffd8e20431204cc7c310da6e6889ac57f4f40d1325e323,0,train,images/B (59).jpg,80.68,47.35,5.67,Sehat,Leaf spot,YES,original image class-code prefix 'B',NO
OBS0165,SRC0157,a96f1907e01e756d44b14b01d45e888a244f3416a32285c26347a9bab8cc13a4,0,train,images/B (59).png,86.76,53.42,5.59,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0166,SRC0094,697de0654ec5df2baaacf5820b980111db245d8bd04095a98bb3a6fe43fc3b52,0,train,images/B (6).jpg,83.86,55.4,4.79,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0167,SRC0173,ba92b41492684ec660d169de6196b14aa51f99b67a4e05405fd21ed70403f14e,0,validation,images/B (6).png,92.11,62.68,6.26,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0168,SRC0197,d2adf855e391b9a946ffd8e20431204cc7c310da6e6889ac57f4f40d1325e323,0,train,images/B (60).jpg,95.15,54.23,5.38,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0169,SRC0157,a96f1907e01e756d44b14b01d45e888a244f3416a32285c26347a9bab8cc13a4,0,train,images/B (60).png,82.56,55.45,6.28,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0170,SRC0197,d2adf855e391b9a946ffd8e20431204cc7c310da6e6889ac57f4f40d1325e323,0,train,images/B (61).jpg,80.5,53.02,5.9,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0171,SRC0003,023b290bb2f12b60cd754a774f6b85095b0b93f62664785559f4439c5bb255b0,0,train,images/B (61).png,77.74,59.74,5.56,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0172,SRC0215,e2118f9cb62bca734803600f1f9d46777ce8cf8b99cf85f17d782fdc013444e7,0,validation,images/B (62).jpg,80.49,48.73,6.02,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0173,SRC0003,023b290bb2f12b60cd754a774f6b85095b0b93f62664785559f4439c5bb255b0,0,train,images/B (62).png,80.89,68.6,5.35,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0174,SRC0215,e2118f9cb62bca734803600f1f9d46777ce8cf8b99cf85f17d782fdc013444e7,0,validation,images/B (63).jpg,81.57,48.46,5.88,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0175,SRC0011,0b033aaffff272c1599d93561c9b7ff2ccd360f1c4590fb54e9dc6dce7a04ae0,0,train,images/B (63).png,88.53,66.7,6.24,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0176,SRC0215,e2118f9cb62bca734803600f1f9d46777ce8cf8b99cf85f17d782fdc013444e7,0,validation,images/B (64).jpg,87.6,52.44,5.09,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0177,SRC0011,0b033aaffff272c1599d93561c9b7ff2ccd360f1c4590fb54e9dc6dce7a04ae0,0,train,images/B (64).png,78.59,51.42,6.4,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0178,SRC0215,e2118f9cb62bca734803600f1f9d46777ce8cf8b99cf85f17d782fdc013444e7,0,validation,images/B (65).jpg,96.45,53.82,5.48,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0179,SRC0089,62277b44b6f613d4e6fc9e3c6280c44744ecf32c66db5287f2802caf162434dd,0,train,images/B (65).png,83.2,54.37,5.92,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0180,SRC0208,dc80cc05fd77bae39687901e5f125c2143e01cc339325f9802911b122b9be1f8,0,validation,images/B (66).jpg,97.91,54.27,5.41,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0181,SRC0089,62277b44b6f613d4e6fc9e3c6280c44744ecf32c66db5287f2802caf162434dd,0,train,images/B (66).png,90.66,56.46,5.3,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0182,SRC0208,dc80cc05fd77bae39687901e5f125c2143e01cc339325f9802911b122b9be1f8,0,validation,images/B (67).jpg,78.48,49.45,5.81,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0183,SRC0139,987b4d985ff1035f41939f352810630725f8ebc89451618a5882e9bd51c1a728,0,train,images/B (67).png,72.06,53.56,5.92,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0184,SRC0208,dc80cc05fd77bae39687901e5f125c2143e01cc339325f9802911b122b9be1f8,0,validation,images/B (68).jpg,88.09,66.12,5.01,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0185,SRC0139,987b4d985ff1035f41939f352810630725f8ebc89451618a5882e9bd51c1a728,0,train,images/B (68).png,81.52,63.84,6.4,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0186,SRC0208,dc80cc05fd77bae39687901e5f125c2143e01cc339325f9802911b122b9be1f8,0,validation,images/B (69).jpg,86.27,51.18,4.47,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0187,SRC0166,b1d44d5ec85ebf60ad4414def193e4c1f0591132321081c2ed3280fae25c07ac,0,train,images/B (69).png,87.88,53.45,6.15,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0188,SRC0016,10f20d76149427f95d9ae85b624f5fd9b1cc8609129fdbf433be87ca35e09d61,0,train,images/B (7).jpg,79.45,49.14,5.72,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0189,SRC0131,8fe277ce849a8937ba1544b05c819b74e57f7d38cf7098bb865a40610237e558,0,validation,images/B (7).png,75.66,56.89,4.98,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0190,SRC0187,ccf7760aee310e8adb2a190b193e9755420052cb7b539e5ebc22f65dc1004043,0,train,images/B (70).jpg,72.09,49.39,5.26,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0191,SRC0166,b1d44d5ec85ebf60ad4414def193e4c1f0591132321081c2ed3280fae25c07ac,0,train,images/B (70).png,79.73,53.17,4.98,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0192,SRC0187,ccf7760aee310e8adb2a190b193e9755420052cb7b539e5ebc22f65dc1004043,0,train,images/B (71).jpg,89.17,44.77,5.76,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0193,SRC0132,90a911cdd20e5a81fef3b47654cb4ee976a02127e1c759023854b010afcc18fd,0,train,images/B (71).png,80.71,58.86,5.4,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0194,SRC0187,ccf7760aee310e8adb2a190b193e9755420052cb7b539e5ebc22f65dc1004043,0,train,images/B (72).jpg,72.22,55.8,6.24,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0195,SRC0132,90a911cdd20e5a81fef3b47654cb4ee976a02127e1c759023854b010afcc18fd,0,train,images/B (72).png,83.56,47.15,6.23,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0196,SRC0051,37c1ddd27276fe100eb596ec8662ae3b69c7fb6f22b640d61d658f136de69a48,0,train,images/B (73).jpg,82.66,57.99,5.92,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0197,SRC0202,d62c1f8ef374ee60c0719ad5413389864cd5160d9ffaf2460dd7698c318ee858,0,train,images/B (73).png,73.4,40.55,5.05,Jamur lain,Leaf spot,YES,original image class-code prefix 'B',NO
OBS0198,SRC0221,e60abef3dbe8cbc27b8dc5772e225633e05595358b5f0a1e2596ea07f91b0704,0,train,images/B (74).jpg,84.77,39.3,5.35,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0199,SRC0202,d62c1f8ef374ee60c0719ad5413389864cd5160d9ffaf2460dd7698c318ee858,0,train,images/B (74).png,86.45,53.2,4.91,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0200,SRC0220,e56de5e47d27a4db7dc3d6bfce408259dec6a6092cc2b24a52f77708cb79ef6c,0,train,images/B (75).jpg,72.12,55.73,4.87,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0201,SRC0133,90f29f5c948c0cbb1ef311d172703b10b4bcd73de6e515ec3c68569b4a9fec56,0,train,images/B (75).png,81.85,60.74,5.75,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0202,SRC0217,e3505cb3ea658a49b4e6e7af95551ae11b71175e74c67e1dfb0d60cdc83f0126,0,validation,images/B (76).jpg,82.45,45.23,6.25,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0203,SRC0133,90f29f5c948c0cbb1ef311d172703b10b4bcd73de6e515ec3c68569b4a9fec56,0,train,images/B (76).png,86.9,57.65,4.99,Karat daun,Leaf spot,YES,original image class-code prefix 'B',NO
OBS0204,SRC0230,f7b7d3d30f76e1f20232c562779a055756959c59730b0f2c33f77655e36955a8,0,train,images/B (77).jpg,91.06,47.14,5.49,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0205,SRC0190,cf1188cabf3b5b1248b6ac6b7e0428a37f36b2e4e2f4c98ed47683bc7784e1f8,0,validation,images/B (77).png,74.7,46.7,5.8,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0206,SRC0079,5b0546b67de961fc0393c80d2e10e1167c82ac7ca8b54a701d304496256435f3,0,validation,images/B (78).jpg,80.19,53.35,5.52,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0207,SRC0190,cf1188cabf3b5b1248b6ac6b7e0428a37f36b2e4e2f4c98ed47683bc7784e1f8,0,validation,images/B (78).png,88.61,58.72,4.97,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0208,SRC0203,d66d6077b1ba62223214da212c54420b82d38ecadd14414579966da714c6b981,0,train,images/B (79).jpg,83.22,40.45,5.73,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0209,SRC0190,cf1188cabf3b5b1248b6ac6b7e0428a37f36b2e4e2f4c98ed47683bc7784e1f8,0,validation,images/B (79).png,86.91,60.29,5.31,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0210,SRC0199,d31e599cae6712173cb915f28deb30aee605163aeb798bd643b9f0c9d9003dcc,0,train,images/B (8).jpg,98.0,56.34,5.37,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0211,SRC0115,7aadd65072700ffda44d549cf1357307d38f9cfbc99d2497f5ece8a8bd98f56a,0,train,images/B (8).png,88.13,51.88,5.81,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0212,SRC0203,d66d6077b1ba62223214da212c54420b82d38ecadd14414579966da714c6b981,0,train,images/B (80).jpg,90.17,50.64,5.51,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0213,SRC0190,cf1188cabf3b5b1248b6ac6b7e0428a37f36b2e4e2f4c98ed47683bc7784e1f8,0,validation,images/B (80).png,88.99,52.63,5.19,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0214,SRC0186,c4c4195a97c6d50973339bdd9f969dac47b561fa466fe82633b1d385256c04e5,0,train,images/B (81).jpg,85.63,48.89,5.38,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0215,SRC0104,70ebafa2d302b84e21eab56db390da03508425f777c377de23e0264fc373f7ee,0,train,images/B (81).png,77.85,46.69,5.24,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0216,SRC0186,c4c4195a97c6d50973339bdd9f969dac47b561fa466fe82633b1d385256c04e5,0,train,images/B (82).jpg,90.94,48.57,5.51,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0217,SRC0104,70ebafa2d302b84e21eab56db390da03508425f777c377de23e0264fc373f7ee,0,train,images/B (82).png,80.08,51.81,5.14,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0218,SRC0007,08202b66d08247a423e571085b9608e7ecd477c7e2a306d4f03dbe6477c91c08,0,validation,images/B (83).jpg,81.29,60.49,6.44,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0219,SRC0102,6eef978d250a68dfe7f6fcc5a363485867b91884a021b1fa9bf224a7139fe007,0,train,images/B (83).png,78.73,51.81,5.65,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0220,SRC0187,ccf7760aee310e8adb2a190b193e9755420052cb7b539e5ebc22f65dc1004043,0,train,images/B (84).jpg,81.8,51.05,5.47,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0221,SRC0102,6eef978d250a68dfe7f6fcc5a363485867b91884a021b1fa9bf224a7139fe007,0,train,images/B (84).png,96.25,61.89,5.93,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0222,SRC0037,26af757f36990c46dc47f861ff3724f7af08b1661033f20467def2134ad33aee,0,train,images/B (85).jpg,68.0,29.5,5.16,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0223,SRC0169,b6a5b68ad5a5ecc065fa47727ee470df24c32e37237ef6ef3befd56caa9917c3,0,train,images/B (85).png,84.67,56.08,5.86,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0224,SRC0037,26af757f36990c46dc47f861ff3724f7af08b1661033f20467def2134ad33aee,0,train,images/B (86).jpg,70.09,37.42,6.0,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0225,SRC0169,b6a5b68ad5a5ecc065fa47727ee470df24c32e37237ef6ef3befd56caa9917c3,0,train,images/B (86).png,75.65,49.89,5.44,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0226,SRC0037,26af757f36990c46dc47f861ff3724f7af08b1661033f20467def2134ad33aee,0,train,images/B (87).jpg,93.92,40.84,5.68,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0227,SRC0149,a2d750c60e12083c399aa233b7b88ebc3908c23c88f4735add8949a7b432dab7,0,train,images/B (87).png,87.15,47.24,5.06,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0228,SRC0037,26af757f36990c46dc47f861ff3724f7af08b1661033f20467def2134ad33aee,0,train,images/B (88).jpg,73.31,56.26,5.16,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0229,SRC0149,a2d750c60e12083c399aa233b7b88ebc3908c23c88f4735add8949a7b432dab7,0,train,images/B (88).png,81.71,49.53,5.06,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0230,SRC0047,33dd269a599b54213f0ce4c773aa40b7ad58bf4d3eed8c6f9a92712ce32a4b93,0,train,images/B (89).jpg,84.94,56.94,5.39,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0231,SRC0184,c460998048234c52a7a889a48e9e03884306f2c1fefbf07453ad7ab483083713,0,train,images/B (89).png,76.16,50.95,6.34,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0232,SRC0122,85c5cd52950831c0ebd21b84ee9caf63536160c56faec9a234705fbfca70c423,0,train,images/B (9).jpg,81.59,51.25,6.63,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0233,SRC0064,482ca7abb20f3249d1eb11f151b7b82718e61a0dea75fb29c1a7158f86bc48b0,0,train,images/B (9).png,80.9,53.31,5.6,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0234,SRC0047,33dd269a599b54213f0ce4c773aa40b7ad58bf4d3eed8c6f9a92712ce32a4b93,0,train,images/B (90).jpg,78.09,43.99,5.47,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0235,SRC0184,c460998048234c52a7a889a48e9e03884306f2c1fefbf07453ad7ab483083713,0,train,images/B (90).png,94.97,54.82,4.43,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0236,SRC0047,33dd269a599b54213f0ce4c773aa40b7ad58bf4d3eed8c6f9a92712ce32a4b93,0,train,images/B (91).jpg,91.03,47.01,5.53,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0237,SRC0096,6bcb0200d98de9062d779d03d48c3d8649c1e0b1e653e2dcb0d452e46e81b04d,0,train,images/B (91).png,67.13,43.7,5.38,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0238,SRC0047,33dd269a599b54213f0ce4c773aa40b7ad58bf4d3eed8c6f9a92712ce32a4b93,0,train,images/B (92).jpg,84.57,48.94,5.21,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0239,SRC0096,6bcb0200d98de9062d779d03d48c3d8649c1e0b1e653e2dcb0d452e46e81b04d,0,train,images/B (92).png,76.84,66.05,5.7,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0240,SRC0167,b2b1082278b1be004afd339d6e255800579fa897357f070202c837655dad1ad3,0,train,images/B (93).jpg,92.23,53.77,5.5,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0241,SRC0188,cd083bb2800ff55cd38ec47ab67eb89a294e995ddf4d9604b0c4171daeca725f,0,train,images/B (93).png,81.3,46.54,4.36,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0242,SRC0167,b2b1082278b1be004afd339d6e255800579fa897357f070202c837655dad1ad3,0,train,images/B (94).jpg,83.92,50.47,6.13,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0243,SRC0188,cd083bb2800ff55cd38ec47ab67eb89a294e995ddf4d9604b0c4171daeca725f,0,train,images/B (94).png,82.54,52.86,4.86,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0244,SRC0167,b2b1082278b1be004afd339d6e255800579fa897357f070202c837655dad1ad3,0,train,images/B (95).jpg,85.1,62.14,5.88,Karat daun,Leaf spot,YES,original image class-code prefix 'B',NO
OBS0245,SRC0164,b127ebd3108e78d1dd1b39b8ea1d03547cb7d261de1a425a929b848d67ae6221,0,train,images/B (95).png,76.19,54.71,6.38,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0246,SRC0167,b2b1082278b1be004afd339d6e255800579fa897357f070202c837655dad1ad3,0,train,images/B (96).jpg,83.72,53.72,5.36,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0247,SRC0164,b127ebd3108e78d1dd1b39b8ea1d03547cb7d261de1a425a929b848d67ae6221,0,train,images/B (96).png,78.86,57.47,4.38,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
